Unnamed: 0,Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",Unnamed: 13
2204,554.0,574.0,,O=S(C1=C2C(C(C3=C(Cl)C(SCC(NCCCCCC([O-])=O)=O)=C(Cl)C(Cl)=C3C([O-])=O)=C4C=C5C(C)CC(C)(C)NC5=C(S(=O)(O)=O)C4=[O+]2)=CC6=C1NC(C)(C)CC6C)(O)=O.[Na+],H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2205,276.0,603.0,,O=C(C1=CC=CC(C2=C3C=C4C(CS(=O)(O)=O)=CC(C)(C)N=C4C=C3OC5=C2C=C6C(CS(=O)(O)=O)=CC(C)(C)NC6=C5)=C1C(O)=O)O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2206,591.0,621.0,,O=S(CC1=CC(C)(C)N(C)C2=CC3=[O+]C4=CC5=C(C=C4C(C6=CC=C(C(O)=O)C=C6C(O)=O)=C3C=C12)C(CS(=O)(O)=O)=CC(C)(C)N5C)([O-])=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2207,613.0,630.0,,O=S(CC1=CC(C)(C)N(C)C2=CC3=[O+]C4=CC5=C(C=C4C(C6=C(Cl)C(SCC(ON7C(CCC7=O)=O)=O)=C(Cl)C(Cl)=C6C(O)=O)=C3C=C12)C(CS(=O)(O)=O)=CC(C)(C)N5C)([O-])=O.CCN(CC)CC,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2208,360.0,448.0,,O=C1C=C(C)C2=CC=C(N)C=C2O1,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2209,374.0,377.0,,C12=CC=CC=C1C=C3C=CC=CC3=C2,cyclohexane,Fluorophores,30.9,0.683,0.0,0.0,0.073,,
2210,390.0,479.0,,O=C(O)CCCN1C(C)(C)CC(C)C2=C1C=C3C(C(C)=CC(O3)=O)=C2,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2211,436.0,484.0,,O=C(O)CCCN1C(C)(C)CC(C)C2=C1C=C3C(C=C(C(OCC)=O)C(O3)=O)=C2,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2212,453.0,507.0,,[H]/[N+]([H])=C1C=C2N(CCCC(O)=O)C3=CC(N)=CC=C3C=C2C=C/1.O=Cl(=O)([O-])=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2213,500.0,525.0,,O=C(N(C)CCCC([O-])=O)C(C=CC=C1)=C1C(C2=CC=C(N)C(S(=O)(O)=O)=C2O3)=C4C3=C(S(=O)(O)=O)/C(C=C4)=[N+]([H])/[H],H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2214,495.0,527.0,,C/[N+](C)=C1C=C2N(CCCC(O)=O)C3=CC(N(C)C)=CC=C3C=C2C=C/1.O=Cl(=O)([O-])=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2215,511.0,533.0,,O=C(N(C)CCCC([O-])=O)C(C=CC=C1)=C1C(C2=CC=C(NCC(F)(F)F)C(S(=O)(O)=O)=C2O3)=C4C3=C(S(=O)(O)=O)/C(C=C4)=[N+]([H])/CC(F)(F)F,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2216,524.0,545.0,,O=Cl(=O)([O-])=O.O=C(N(C)CCCC([O-])=O)C(C=CC=C1)=C1C(C2=CC=C(NCC)C(S(=O)(O)=O)=C2O3)=C4C3=C(S(=O)(O)=O)/C(C=C4)=[N+]([H])/CC,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2217,533.0,553.0,,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C=CC=C1)=C1C(C2=CC=C(NCC)C(S(=O)(O)=O)=C2O3)=C4C3=C(S(=O)(O)=O)/C(C=C4)=[NH+]/CC,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2218,554.0,576.0,,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C=CC=C1)=C1C(C2=CC3=C(NC(C)(C)C=C3C)C=C2O4)=C5C4=CC6=[NH+]C(C)(C)C=C(C)C6=C5,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2219,563.0,592.0,,O=Cl(=O)([O-])=O.OC(C(C=CC(C(O)=O)=C1)=C1C(C2=CC3=C(N(CC)CCC3)C=C2O4)=C5C4=CC6=[N+](CC)CCCC6=C5)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2220,594.0,624.0,,O=Cl(=O)([O-])=O.OC(C(C=CC(C(O)=O)=C1)=C1C(C2=CC3=C(N(CC)C(C)(C)C=C3C)C=C2O4)=C5C4=CC6=[N+](CC)C(C)(C)C=C(C)C6=C5)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2221,602.0,627.0,,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C=CC=C1)=C1C(C2=CC3=C(N(CC)C(C)(C)C=C3CS(=O)(O)=O)C=C2O4)=C5C4=CC6=[N+](CC)C(C)(C)C=C(CS(=O)(O)=O)C6=C5,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2222,614.0,634.0,,O=Cl(=O)([O-])=O.O=C(O)CCC[N+](CCCC1=C2)=C1C=C3C2=CC(C=CC(N(C)C)=C4)=C4C3(C)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2223,618.0,642.0,,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC=C(C=C2[Si]3(C)C)N(C)C)=C4C3=C/C(C=C4)=[N+](C)/C)C=CC=C1)N(CCCC(O)=O)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2224,629.0,657.0,,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC3=C(C=C2[Si]4(C)C)N(CC)CCC3)=C5C4=C/C(C=C5)=[N+](C)/C)C=CC=C1)N(CCCC(O)=O)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2225,635.0,658.0,,O=Cl(=O)([O-])=O.O=C(O)CCC[N+](C(C)(C)C=C(C)C1=C2)=C1C=C3C2=CC(C=CC(N(C)C)=C4)=C4C3(C)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2226,644.0,670.0,,O=Cl(=O)([O-])=O.CC1(C)CC(C)C2=C(N1CCCC(O)=O)C=C(C(C)(C)C3=CC4=[N+](CC)C(C)(C)C=C(CS(=O)(O)=O)C4=CC3=C5)C5=C2,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2227,644.0,669.0,,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C=CC=C1)=C1C(C2=CC3=C(N(CC)C(C)(C)CC3C)C=C2[Si]4(C)C)=C5C4=C6C7=[N+](CCC6)CCCC7=C5,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2228,663.0,683.0,,O=Cl(=O)([O-])=O.CC1(C)CC(CS(=O)(O)=O)C2=C(N1CCCC(O)=O)C=C(OC3=CC4=[N+](CC)CCCC4=CC3=N5)C5=C2,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2229,680.0,700.0,,O=Cl(=O)([O-])=O.CC1(C)C=C(CS(=O)(O)=O)C2=C(N1CCCC(O)=O)C=C(OC3=CC4=[N+](CC)CCCC4=CC3=N5)C5=C2,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2230,699.0,719.0,,O=Cl(=O)([O-])=O.CC1(C)C=C(CS(=O)(O)=O)C2=C(N1CCCC(O)=O)C=C(OC3=CC4=[N+](CC)C(C)(C)C=C(C)C4=CC3=N5)C5=C2,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2231,566.0,593.0,,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC=C(C=C2O3)N(CC)CC)=C4C3=C/C(C=C4)=[N+](CC)/CC)C=CC=C1)N(CCCC(O)=O)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2232,535.0,557.0,,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC(C)=C(C=C2O3)NCC)=C4C3=C/C(C(C)=C4)=[NH+]/CC)C=CC=C1)N(CCCC(O)=O)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2233,570.0,596.0,,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC3=C(C=C2O4)N(CC)CCC3)=C5C4=CC6=[N+](CC)CCCC6=C5)C=CC=C1)N(CCCC(O)=O)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2234,572.0,608.0,,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C=CC=C1)=C1C(C2=CC3=C(NC(C)(C)CC3C)C=C2O4)=C5C4=CC6=[NH+]C(C)(C)CC(C)C6=C5,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2235,603.0,627.0,,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C=CC=C1)=C1C(C2=CC3=C(N(CC)C(C)(C)C=C3C)C=C2O4)=C5C4=CC6=[N+](CC)C(C)(C)C=C(C)C6=C5,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2236,624.0,650.0,,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C(Cl)=C(Cl)C(Cl)=C1Cl)=C1C(C2=CC3=C(N(CC)C(C)(C)C=C3C)C=C2O4)=C5C4=CC6=[N+](CC)C(C)(C)CC(C)C6=C5,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2237,507.0,531.0,,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC=C(C=C2O3)N)=C4C3=CC(C=C4)=[NH2+])C=CC=C1)N(CCCC(O)=O)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2238,584.0,608.0,,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC3=C(C4=C2O5)N(CCC4)CCC3)=C6C5=C7C8=[N+](CCC7)CCCC8=C6)C=CC=C1)N(CCCC(O)=O)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2239,579.0,606.0,,O=C(C1=C(C(C2=CC=C(C=C2S3)N(C)C)=C4C3=C/C(C=C4)=[N+](C)\C)C=CC=C1)N(CCCC([O-])=O)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2240,431.0,500.0,,[H]/[N+]([H])=C(C1=CC=C(N(C)C)C=C1)\C2=CC=C(N(C)C)C=C2.[Cl-],H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2241,501.0,527.0,,OC(C1=C(C2=C3C=C(CCC(O)=O)C(C=C3OC4=C2C=C(CCC(O)=O)C(O)=C4)=O)C=CC(C(O)=O)=C1)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2242,255.0,303.0,,C1=CC=CC=C1,cyclohexane,Fluorophores,30.9,0.683,0.0,0.0,0.073,,
2243,247.0,327.0,,C1(C2=CC=CC=C2)=CC=CC=C1,cyclohexane,Fluorophores,30.9,0.683,0.0,0.0,0.073,,
2244,625.0,641.0,,CCCCCNC(COC1=CC=C(/C=C/C2=CC=C3C=C4C=CC(C5=CC=CS5)=[N+]4[B-](F)(F)N23)C=C1)=O,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2245,625.0,641.0,,O=C(N(C(CC1)=O)C1=O)CCCCCNC(COC2=CC=C(C=C2)/C=C/C3=CC=C4C=C5C=CC(C6=CC=CS6)=[N+]5[B-](N34)(F)F)=O,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2246,625.0,641.0,,O=C(O)CCCCCNC(COC1=CC=C(C=C1)/C=C/C2=CC=C3C=C4C=CC(C5=CC=CS5)=[N+]4[B-](N23)(F)F)=O,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2247,502.0,511.0,,O=C(CCC1=CC=C2C=C3C(C)=CC(C)=[N+]3[B-](F)(N12)F)O,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2248,528.0,547.0,,O=C(O)CCC1=CC=C2C=C3C=CC(C4=CC=CC=C4)=[N+]3[B-](F)(F)N12,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2249,544.0,570.0,,COC1=CC=C(C=C1)C2=[N+]3[B-](F)(N4C(C)=C(C(C)=C4C=C3C=C2)CCC(NCCCCCC(ON5C(CCC5=O)=O)=O)=O)F,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2250,590.0,621.0,,O=C(ON1C(CCC1=O)=O)CCCCCNC(COC2=CC=C(C3=CC=C4C=C5C=CC(C6=CC=CS6)=[N+]5[B-](F)(F)N34)C=C2)=O,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2251,544.0,557.0,,CCN1/C(=C\C=C\C2=[N+](CC)C3=CC=CC=C3C2(C)C)/C(C)(C)C4=CC=CC=C14,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2252,485.0,497.0,,CCN1/C(OC2=CC=CC=C12)=C\C=C\C3=[N+](C4=CC=CC=C4O3)CC,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2253,559.0,571.0,,CC[N+]1=C(C=CC=C2N(CC)C3=C(S2)C=CC=C3)SC4=C1C=CC=C4,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2254,638.0,657.0,,CCN1/C(C(C2=CC=CC=C12)(C)C)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4C3(C)C,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2255,582.0,603.0,,CCN1/C(OC2=CC=CC=C12)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4O3,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2256,656.0,674.0,,CCN1/C(SC2=CC=CC=C12)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4S3,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2257,743.0,771.0,,CCN1/C(C(C)(C)C2=CC=CC=C12)=C\C=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4C3(C)C,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2258,687.0,712.0,,CCN1/C(OC2=CC=CC=C12)=C\C=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4O3,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2259,473.0,506.0,,O=C(C(C1=NC2=C(C=CC=C2)S1)=C3)OC4=C3C=C5C6=C4C(C)(C)CCN6CCC5(C)C,CHCl3,Fluorophores,39.1,0.783,0.614,0.047,0.071,,
2260,494.0,514.0,,CC(OCOC(CN(CC(OCOC(C)=O)=O)CC1=C(OC(C)=O)C=C2C(C3(C4=CC(CN(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)=C(OC(C)=O)C=C4O2)C5=CC=CC=C5C(O3)=O)=C1)=O)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2261,575.0,591.0,,O=C(OCOC(C)=O)CNC(C(OCOC(C)=O)=O)CCCCNC(CCC(C=C1)=[N+]2C1=CC3=CC=C(N3[B-]2(F)F)C4=CC=CN4)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2262,589.0,609.0,,O=C(CN(C1=CC=C(C=C1OCCOC2=CC(N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)=CC=C2)NS(C3=CC(S(=O)([O-])=O)=C(C=C3)C4=C5C=C6CCC[N+](CCC7)=C6C7=C5OC8=C4C=C9CCCN%10C9=C8CCC%10)(=O)=O)CC(OCOC(C)=O)=O)OCOC(C)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2263,507.0,529.0,,O=C(OCOC(C)=O)CN(CC(OCOC(C)=O)=O)C1=CC=CC=C1OCCOC2=CC(NC(C3=CC4=C(C5(C6=C(OC7=C5C=C(Cl)C(OC(C)=O)=C7)C=C(OC(C)=O)C(Cl)=C6)OC4=O)C=C3)=O)=CC=C2N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2264,549.0,574.0,,CN(C1=CC2=[O+]C3=C(C=CC(N(C)C)=C3)C(C4=CC=C(NC(NC5=CC=C(N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)C(OCCOC6=CC=CC=C6N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)=C5)=S)C=C4C([O-])=O)=C2C=C1)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2265,549.0,586.0,,OC1=CC2=CC=C(C3(C4=C(C(O3)=O)C=C(C(O)=O)C=C4)C5=C(C=C(N(C)C)C=C5)O6)C6=C2C=C1,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2266,576.0,639.0,,O=C1C=CC2=C3C(C=CC2=C1)=C(C4=C(C(O)=O)C=C(C(O)=O)C=C4)C5=C(C=C(N(C)C)C=C5)O3,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2267,599.0,674.0,,O=C1C=CC2=C3C(C=CC2=C1)=C(C4=C(C(O)=O)C=C(C(O)=O)C=C4)C5=C(C(C=CC(O)=C6)=C6C=C5)O3,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2268,401.0,419.0,,O=C(NN)COC1=CC(S(=O)([O-])=O)=C(C=C2)C3=C1C=CC4=C(S(=O)([O-])=O)C=C(S(=O)([O-])=O)C2=C34.[Na+].[Na+].[Na+],H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2269,399.0,549.0,,O=S(C1=CC(C2=CN=C(C3=CC=[N+](CC4=CC=CC(C(ON5C(CCC5=O)=O)=O)=C4)C=C3)O2)=CC=C1OC)([O-])=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2270,586.0,614.0,,O=C(C1=C(C2=C3C=C4C(C=C3OC5=C2C=C(C(C)=CC(C)(C)N6C)C6=C5)=[N+](C)C(C)(C)C=C4C)C=CC(NC(C7=CC=C(CCl)C=C7)=O)=C1)[O-],H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2271,375.0,445.0,,O=C1C=C(C)C2=CC=C(N(CC)CC)C=C2O1,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2272,456.0,500.0,,O=C1OC2=C(C=CC(N(CC)CC)=C2)C=C1C3=NC4=CC=CC=C4S3,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2273,406.0,478.0,,CCN(CC)C1=CC(O2)=C(C=C(C2=O)C3=NC4=CC=CC=C4N3C)C=C1,MeCN ,Fluorophores,45.6,0.645,0.974,0.044,0.286,,
2274,436.0,476.0,,O=C(C1=CC2=CC3=C4N(CCC3)CCCC4=C2OC1=O)OCC,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2275,445.0,475.0,,O=C1C(C(C)=O)=CC2=CC3=C4N(CCC3)CCCC4=C2O1,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2276,443.0,462.0,,O=C1C(C(O)=O)=CC2=CC3=C4N(CCC3)CCCC4=C2O1,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2277,479.0,505.0,,O=C1OC2=C(C=C1C3=NC4=CC=CC=C4S3)C=C5C6=C2C(C)(C)CCN6CCC5(C)C,CHCl3,Fluorophores,39.1,0.783,0.614,0.047,0.071,,
2278,603.0,622.0,,CC1=CC2=NC3=C([O+]=C2C=C1N(C)C)C=C(N)C4=CC=CC=C43.O=Cl(=O)([O-])=O,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2279,547.0,561.0,,O=S(C1=CC=C2N(CCCCCCC(O)=O)C(OC2=C1)=CC=CC3=[N+](CCCCCC(O)=O)C4=CC=C(S(=O)(O)=O)C=C4O3)([O-])=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2280,554.0,566.0,,O=S(C1=CC2=C([N+](CC)=C(C=CC=C3N(CCCCCC(ON4C(CCC4=O)=O)=O)C5=C(C=C(S(=O)(O)=O)C=C5)C3(C)C)C2(C)C)C=C1)([O-])=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2281,576.0,589.0,,O=S(C1=CC(S(=O)(O)=O)=C2C(C3=C([N+](CC)=C(C=CC=C4N(CCCCCC(ON5C(CCC5=O)=O)=O)C6=C(C7=CC(S(=O)(O)=O)=CC(S(=O)(O)=O)=C7C=C6)C4(C)C)C3(C)C)C=C2)=C1)([O-])=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2282,647.0,665.0,,O=S(C1=CC2=C([N+](CC)=C(C=CC=CC=C3N(CCCCCC(ON4C(CCC4=O)=O)=O)C5=C(C=C(S(=O)(O)=O)C=C5)C3(C)C)C2(C)C)C=C1)([O-])=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2283,672.0,692.0,,O=S(C1=CC(S(=O)([O-])=O)=C2C(C3=C([N+](CC)=C(C=CC=CC=C4N(CCCCCC(ON5C(CCC5=O)=O)=O)C6=C(C7=CC(S(=O)([O-])=O)=CC(S(=O)([O-])=O)=C7C=C6)C4(C)C)C3(C)C)C=C2)=C1)([O-])=O.[Na+].[Na+].[Na+],H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2284,753.0,775.0,,O=S(C1=CC2=C([N+](CC)=C(C=CC=CC=CC=C3N(CCCCCC(ON4C(CCC4=O)=O)=O)C5=C(C=C(S(=O)(O)=O)C=C5)C3(C)C)C2(C)C)C=C1)([O-])=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2285,651.0,668.0,,O=C(O)CCCCCN1C(C(C)(C)C2=C1C=CC=C2)=CC=CC=CC3=[N+](C)C4=C(C=CC=C4)C3(C)C,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2286,488.0,503.0,,CC[N+](C1=C2C=CC=C1)=C(O2)C=CC=C3N(C4=C(O3)C=CC=C4)CC,CH2Cl2,Fluorophores,40.7,0.761,0.769,0.04,0.178,,
2287,640.0,664.0,,O=C(O)CCCCCN1C(C(C)(C)C2=C1C=CC(S(=O)(O)=O)=C2)=CC=CC=CC3=NC4=C(C=C(S(=O)(O)=O)C=C4)C3(C)C,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2288,454.0,523.0,,O=C(ON1C(CCC1=O)=O)C2=CC=C(N=NC3=CC=C(N(C)C)C=C3)C=C2,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2289,495.0,519.0,,O=C1C(F)=CC2=C(C3=CC=C(NC)C(N)=C3C(O)=O)C4=CC(F)=C(O)C=C4OC2=C1,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2290,334.0,526.0,,CN(C1=CC=CC2=C(S(=O)(NCCCCCN)=O)C=CC=C12)C,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2291,262.0,492.0,,O=C(O)CNS(=O)(C1=C2C=CC=C(N(C)C)C2=CC=C1)=O,dioxane,Fluorophores,36.0,0.737,0.312,0.0,0.444,,
2292,560.0,577.0,,CCCN1C2=C([C+]3C(C(O4)=CC=C5)=C5N(CCC)C6=CC=CC1=C36)C4=CC=C2,CH2Cl2,Fluorophores,40.7,0.761,0.769,0.04,0.178,,
2293,344.0,489.0,,N=C(C1=CC2=C(C=C1)C=C(C3=CC=C(C(N)=N)C=C3)N2)N,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2294,374.0,579.0,,CN(C)C1=CC=C(C2=CN=C(C3=CC=C(S(NCCN)(=O)=O)C=C3)O2)C=C1,MeOH,Fluorophores,55.4,0.608,0.904,0.605,0.545,,
2295,470.0,565.0,,CN(C1=CC=C(C=C1)C=CC2=C/C(C=C(C)O2)=C(C#N)/C#N)C,CHCl3,Fluorophores,39.1,0.783,0.614,0.047,0.071,,
2296,653.0,660.0,,O=C1C(Cl)=C2C(C)(C)C3=C(C=CC(O)=C3)N=C2C=C1Cl,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2297,523.0,595.0,,C[N+]1=CC=C(C=CC2=CC=C(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C2)C=C1.[I-],CHCl3,Fluorophores,39.1,0.783,0.614,0.047,0.071,,
2298,470.0,491.0,,CCN1/C(OC2=CC=CC=C12)=C/C=C/C3=[N+](CC)C4=CC=CC=C4O3,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2299,502.0,514.0,,O=C1N=C(C2=CC=CC=C2)C3=C1C(C4=CC=CC=C4)=NC3=O,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2300,543.0,580.0,,O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(NC5=CC(Cl)=C(O)C(Cl)=C5)=O,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2301,541.0,577.0,,O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(NC5=CC(Cl)=C(O)C=C5)=O,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2302,547.0,576.0,,O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(N5CCOCC5)=O,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2303,525.0,543.0,,OC(C1=C(C2=C3C=C(Br)C(C(Br)=C3OC4=C2C=C(Br)C(O)=C4Br)=O)C=CC=C1)=O,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2304,532.0,554.0,,OC(C1=C(C2=C3C=C(I)C(C(I)=C3OC4=C2C=C(I)C(O)=C4I)=O)C=CC(N=C=S)=C1)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2305,522.0,546.0,,O=C(C1=C(C2=C3C=C(Br)C(C(Br)=C3OC4=C2C=C(Br)C(O)=C4Br)=O)C=CC=C1)OCC,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2306,309.0,330.0,,O=C(OCC)C1=CC=C(N(C)C)C=C1,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2307,635.0,663.0,,CCN(CCCS(=O)([O-])=O)C1=CC=C2C(OC(C3=N2)=C/C(C=C3)=[N+](C)/CCC(O)=O)=C1,EtOH,Fluorophores,51.9,0.633,0.783,0.4,0.658,,
2308,495.0,519.0,,O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C=C(N=C=S)C=C5,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2309,506.0,527.0,,O=C(O)CN(C1=CC=C(C)C=C1OCCOC2=CC(C3=C4C=C(Cl)C(C=C4OC5=C3C=C(Cl)C(O)=C5)=O)=CC=C2N(CC(O)=O)CC(O)=O)CC(O)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2310,494.0,516.0,,O=C(O)CN(C1=CC=C(C)C=C1OCCOC2=CC(C3=C4C=C(F)C(C=C4OC5=C3C=C(F)C(O)=C5)=O)=CC=C2N(CC(O)=O)CC(O)=O)CC(O)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
2311,490.0,513.0,,OC(C1=C(C2=C3C=CC(C=C3OC4=C2C=CC(O)=C4)=O)C=CC=C1)=O,H2O,Fluorophores,63.1,0.681,0.997,1.062,0.025,,
